Industry_of_Project,Employee_Count,team_size_grown,Number_of_Co_founders,customer_satisfaction_score,churn_rate,scalability_score,monthly_recurring_revenue,burn_rate,business_sustainability_score,User_Adoption_Rate,Revenue_Growth,Market_Competition,customer_acquisition_cost,Dependent_Project_Status,revenue_to_burn_ratio,revenue_per_employee,satisfaction_adoption_product,churn_competition_risk,growth_sustainability_score,team_growth_efficiency
Analytics,160,1,3,8.26,0.032,65,72464,19041,87,0.952,23.92,3,64,1,3.8054826173721246,450.0869565217391,7.863519999999999,0.096,29.5104,0.45008695652173913
Hospitality,62,3,2,8.3,0.043,90,52438,11501,83,0.848,27.57,1,76,1,4.559033211615371,832.3492063492064,7.0384,0.043,31.1831,2.497047619047619
Network Infrastructure,23,1,2,5.38,0.246,29,18392,20694,33,0.153,-14.66,3,146,0,0.888717081420633,766.3333333333334,0.82314,0.738,-1.5378,0.7663333333333334
Energy,16,1,2,4.47,0.432,42,13558,13417,42,0.213,-11.14,4,124,0,1.0104337457147117,797.5294117647059,0.9521099999999999,1.728,-0.4788000000000002,0.7975294117647058
Mobile,19,1,2,4.18,0.361,42,18448,22052,40,0.174,4.72,3,174,0,0.8365301773001406,922.4,0.7273199999999999,1.083,5.888,0.9224
Education,121,3,2,7.7,0.014,80,129702,75543,88,0.924,11.78,2,175,1,1.7169067033781638,1063.1311475409836,7.114800000000001,0.028,19.1664,3.1893934426229507
Energy,54,2,3,8.7,0.045,87,77955,45062,85,0.928,5.98,1,147,1,1.729911457293123,1417.3636363636363,8.073599999999999,0.045,13.583,2.8347272727272723
Healthcare,12,1,1,5.2,0.36,45,10011,16562,25,0.27,-11.8,3,141,0,0.6044194892229668,770.0769230769231,1.4040000000000001,1.08,-0.4500000000000001,0.7700769230769231
Marketing,61,4,3,8.33,0.072,57,62735,35786,93,0.725,6.22,1,91,1,1.7530108698689468,1011.8548387096774,6.03925,0.072,15.084599999999998,4.04741935483871
Publishing,65,3,3,7.94,0.036,81,74854,18540,66,0.897,43.05,1,150,1,4.037214821207055,1134.1515151515152,7.12218,0.036,35.013,3.402454545454546
Mobile,60,2,1,5.83,0.226,58,25951,23068,52,0.557,9.36,4,113,1,1.124929559148641,425.42622950819674,3.24731,0.904,10.0672,0.8508524590163935
Mobile,50,4,2,7.1,0.01,78,95036,33399,96,0.976,15.64,3,48,1,2.845389221556886,1863.450980392157,6.9296,0.03,24.6144,7.453803921568627
Hospitality,8,0,2,5.68,0.375,42,12087,12265,20,0.152,-14.92,3,215,0,0.9854068155878036,1343.0,0.8633599999999999,1.125,-0.9840000000000001,0.0
Email,106,3,2,8.64,0.025,63,72022,22195,96,0.871,17.36,2,96,1,3.244818886285817,673.1028037383178,7.525440000000001,0.05,26.2656,2.0193084112149533
Retail,13,0,1,4.09,0.286,31,22160,22262,39,0.254,6.57,4,117,0,0.9953734896464986,1582.857142857143,1.03886,1.144,6.4623,0.0
Career Services,13,0,1,4.99,0.397,29,7109,12328,35,0.17,-3.94,3,162,0,0.5766079974044934,507.7857142857143,0.8483,1.191,2.1210000000000004,0.0
Publishing,89,4,2,8.13,0.022,89,66866,26887,93,0.902,25.56,2,58,1,2.48683427551324,742.9555555555555,7.333260000000001,0.044,33.070800000000006,2.971822222222222
Advertising,23,1,1,4.52,0.191,58,11176,13516,21,0.2,3.17,3,177,0,0.8268106828438263,465.6666666666667,0.9039999999999999,0.573,2.7657,0.4656666666666667
Media,70,1,1,6.92,0.222,65,30435,14067,69,0.552,2.37,2,75,0,2.163420528859824,428.6619718309859,3.81984,0.444,8.535300000000001,0.4286619718309859
Publishing,81,2,3,7.94,0.026,60,75644,2641,85,0.847,14.43,1,106,1,28.631339894019682,922.4878048780488,6.72518,0.026,20.765500000000003,1.8449756097560976
Real Estate,15,0,1,5.0,0.22,46,8965,11769,23,0.154,-3.44,4,290,0,0.7616822429906542,560.3125,0.77,0.88,1.5088000000000001,0.0
Publishing,30,1,2,6.52,0.142,65,37735,12355,55,0.636,10.84,2,107,1,3.0539818711557136,1217.258064516129,4.14672,0.284,11.462,1.217258064516129
Real Estate,52,4,2,7.57,0.013,83,53245,12338,86,0.805,19.07,2,143,1,4.315179512116055,1004.622641509434,6.093850000000001,0.026,25.0002,4.018490566037736
Email,51,4,1,7.24,0.053,83,153656,59863,81,0.822,13.11,3,85,1,2.566751302953361,2954.923076923077,5.95128,0.159,18.719099999999997,11.819692307692309
Energy,11,0,2,5.29,0.402,34,12632,14972,27,0.214,-4.58,4,184,0,0.8436519067655113,1052.6666666666667,1.13206,1.608,1.4634,0.0
Finance,14,0,2,4.81,0.398,58,11735,10445,37,0.183,-1.13,4,245,0,1.1233965154125982,782.3333333333334,0.88023,1.592,3.2819000000000007,0.0
Media,145,3,3,9.78,0.027,82,87783,26692,83,0.845,29.1,2,77,1,3.288614992694714,601.2534246575342,8.2641,0.054,32.453,1.8037602739726026
Healthcare,44,0,2,5.58,0.232,58,17788,15770,72,0.522,-1.26,3,80,1,1.1278929681060175,395.2888888888889,2.91276,0.6960000000000001,6.2928,0.0
Education,95,1,2,9.04,0.027,100,61910,18409,77,0.919,28.58,1,53,1,3.362846279196089,644.8958333333334,8.30776,0.027,29.706599999999998,0.6448958333333333
Human Resources,13,0,1,7.08,0.457,52,14955,15229,39,0.181,-9.12,4,177,0,0.9819435325016415,1068.2142857142858,1.28148,1.828,0.3432000000000003,0.0
Network Infrastructure,114,3,2,9.16,0.066,85,57267,30203,93,0.842,16.46,1,124,1,1.8960071513706793,497.97391304347826,7.71272,0.066,24.6078,1.493921739130435
Security,87,3,2,7.55,0.097,59,75651,28937,84,0.922,22.93,1,66,1,2.614244246319718,859.6704545454545,6.9611,0.097,27.661199999999997,2.5790113636363636
Real Estate,11,0,2,5.42,0.255,38,9748,8477,30,0.309,1.79,4,377,0,1.149799481009672,812.3333333333334,1.67478,1.02,3.537,0.0
Energy,43,1,2,6.91,0.397,38,7436,8485,27,0.106,-6.03,5,218,0,0.8762667923638935,169.0,0.73246,1.985,1.0719,0.169
Human Resources,187,3,2,9.08,0.038,70,85062,17266,92,0.835,27.19,3,63,1,4.926275554525974,452.4574468085106,7.581799999999999,0.11399999999999999,34.2148,1.3573723404255318
Media,48,2,2,8.52,0.045,80,125389,30405,86,0.874,23.51,2,56,1,4.12382424521476,2558.9591836734694,7.446479999999999,0.09,28.818600000000007,5.117918367346939
Career Services,12,0,1,6.88,0.202,36,17789,17468,38,0.195,-3.57,5,153,0,1.0183181636040988,1368.3846153846155,1.3416000000000001,1.01,2.4433999999999996,0.0
Gaming,100,3,3,8.68,0.045,67,70855,9480,71,0.884,15.06,3,53,1,7.4733677882079945,701.5346534653465,7.67312,0.135,17.792600000000004,2.10460396039604
Media,135,2,3,8.52,0.028,99,79664,21205,72,0.826,13.52,2,103,1,3.756672639818919,585.7647058823529,7.037519999999999,0.056,16.9344,1.171529411764706
Manufacturing,11,1,2,5.59,0.209,42,18363,21438,40,0.209,-0.62,5,217,0,0.8565231587294183,1530.25,1.16831,1.045,3.7520000000000007,1.53025
Media,15,0,2,5.26,0.387,42,11038,13360,14,0.237,10.96,4,271,0,0.8261357682808173,689.875,1.2466199999999998,1.548,2.9344,0.0
Human Resources,30,2,2,6.59,0.17,74,30044,31121,58,0.552,10.17,3,75,1,0.9653621232568601,969.1612903225806,3.63768,0.51,11.6986,1.9383225806451612
Software Development,11,0,2,3.64,0.362,45,26871,29317,31,0.164,2.9,4,221,0,0.9165359165018078,2239.25,0.59696,1.448,3.9990000000000006,0.0
Human Resources,77,3,3,7.81,0.043,79,44582,11865,73,0.915,28.01,3,80,1,3.757121186583516,571.5641025641025,7.14615,0.129,27.747300000000006,1.7146923076923075
Human Resources,145,2,3,8.68,0.024,60,41411,26179,75,0.904,22.08,2,89,1,1.581779984721161,283.63698630136986,7.84672,0.048,24.06,0.5672739726027397
Healthcare,9,0,1,5.82,0.399,45,7599,7489,20,0.267,-1.34,3,152,0,1.0145527369826435,759.9,1.55394,1.197,1.732,0.0
Mobile,74,2,2,8.41,0.039,79,48965,22015,79,0.898,25.52,3,128,1,2.2240643168604652,652.8666666666667,7.55218,0.11699999999999999,28.060799999999993,1.3057333333333334
Software Development,89,2,2,7.82,0.039,64,101771,31943,68,0.871,17.65,1,50,1,3.1859191084397698,1130.7888888888888,6.8112200000000005,0.039,18.802,2.2615777777777777
Career Services,74,1,3,8.6,0.039,87,50485,10066,80,0.925,9.58,3,87,1,5.01490016886858,673.1333333333333,7.955,0.11699999999999999,15.663999999999998,0.6731333333333334
Healthcare,74,2,1,9.41,0.046,69,74198,23208,73,0.902,30.07,1,196,1,3.1969494592614933,989.3066666666666,8.487820000000001,0.046,29.2511,1.9786133333333333
Energy,60,2,1,8.06,0.037,90,90331,27200,89,0.952,26.43,3,55,1,3.32087055622955,1480.8360655737704,7.67312,0.11099999999999999,32.4227,2.961672131147541
Hospitality,42,3,2,9.23,0.038,87,71686,31717,99,0.844,48.45,3,51,1,2.260104672425752,1667.1162790697674,7.79012,0.11399999999999999,57.865500000000004,5.001348837209303
Gaming,28,2,1,5.85,0.178,55,37148,33280,53,0.48,4.99,4,83,0,1.1161924221027013,1280.9655172413793,2.808,0.712,7.9447,2.5619310344827584
Career Services,77,3,2,8.62,0.02,100,125722,41774,95,0.928,10.44,2,58,1,3.00950329144225,1611.820512820513,7.999359999999999,0.04,19.417999999999996,4.835461538461539
Publishing,25,2,2,5.96,0.234,67,21364,24273,51,0.537,7.74,2,64,1,0.8801186454642828,821.6923076923077,3.20052,0.468,9.047400000000001,1.6433846153846154
Gaming,172,2,2,8.63,0.045,60,89892,24697,93,0.9,6.02,3,43,1,3.639646934974492,519.606936416185,7.767000000000001,0.135,14.898599999999998,1.03921387283237
Network Infrastructure,8,0,1,4.08,0.477,65,24278,42974,40,0.124,1.45,4,121,0,0.5649331006399069,2697.5555555555557,0.50592,1.908,4.58,0.0
Human Resources,74,3,2,9.19,0.049,85,99012,40891,81,0.899,28.1,2,45,1,2.421304900714076,1320.16,8.26181,0.098,30.861,3.9604800000000004
Hospitality,15,0,1,5.61,0.239,23,12975,12430,46,0.262,-0.03,4,144,0,1.0437615638323545,810.9375,1.4698200000000001,0.956,4.5862,0.0
Software Development,8,1,2,4.87,0.293,45,9694,12905,29,0.387,10.69,4,137,0,0.7511235084456842,1077.111111111111,1.8846900000000002,1.172,6.0001,1.0771111111111111
Email,96,1,3,9.13,0.026,81,92317,38866,90,0.943,28.59,2,95,1,2.3752026140427613,951.7216494845361,8.60959,0.052,34.731,0.9517216494845361
Advertising,8,0,1,2.82,0.309,10,11898,15232,37,0.247,0.13,4,200,0,0.781067419418368,1322.0,0.6965399999999999,1.236,3.7481,0.0
Email,46,1,2,5.65,0.146,65,30497,32012,51,0.453,5.29,4,92,0,0.9526442382781994,648.8723404255319,2.5594500000000004,0.584,7.797899999999999,0.6488723404255319
Email,164,3,2,8.72,0.013,77,99807,51248,83,0.843,19.66,1,80,1,1.947491658373822,604.8909090909091,7.350960000000001,0.013,24.617800000000003,1.8146727272727272
Email,61,3,1,7.72,0.056,83,54266,8686,88,0.894,26.67,3,69,1,6.246805571543686,875.258064516129,6.90168,0.168,32.2696,2.6257741935483874
Food & Beverages,47,2,1,8.32,0.023,99,131130,42620,89,0.935,21.28,2,77,1,3.076652354473147,2731.875,7.7792,0.046,27.8392,5.46375
Software Development,24,0,1,3.43,0.372,40,19418,24083,38,0.131,-3.1,5,202,0,0.8062614183690416,776.72,0.44933000000000006,1.8599999999999999,2.622,0.0
Advertising,48,2,2,9.95,0.011,76,88142,20024,91,0.836,32.34,3,89,1,4.401598002496879,1798.8163265306123,8.3182,0.033,38.5294,3.5976326530612246
Software Development,101,1,1,9.16,0.047,88,98684,19555,85,0.926,20.86,2,89,1,5.046226222131315,967.4901960784314,8.48216,0.094,26.230999999999998,0.9674901960784313
Mobile,79,4,2,7.99,0.021,74,61437,24806,100,0.819,26.51,1,75,1,2.47659934695852,767.9625,6.54381,0.021,36.510000000000005,3.07185
Security,175,4,2,8.65,0.022,73,120438,61232,85,0.959,21.24,3,116,1,1.9668806035961002,684.3068181818181,8.295350000000001,0.066,26.554000000000002,2.7372272727272726
Media,106,3,3,9.19,0.021,83,89235,13601,97,0.842,34.34,1,62,1,6.56043228936921,833.9719626168225,7.737979999999999,0.021,43.009800000000006,2.5019158878504673
Energy,88,1,2,8.09,0.012,99,83168,17848,87,0.873,7.8,1,76,1,4.6595327469326016,934.4719101123595,7.06257,0.012,15.486,0.9344719101123595
Transportation,87,4,2,7.36,0.023,91,67024,22812,95,0.844,52.46,1,96,1,2.9379739622145267,761.6363636363636,6.2118400000000005,0.023,59.336999999999996,3.0465454545454547
Mobile,14,1,1,4.01,0.333,60,5739,7168,35,0.295,9.71,5,222,0,0.8005300599804714,382.6,1.18295,1.665,6.8985,0.3826
Music,77,4,2,8.2,0.056,61,84769,21306,100,0.937,35.07,2,74,1,3.9784577838269115,1086.7820512820513,7.6834,0.112,45.07,4.347128205128205
Energy,71,4,2,9.59,0.029,95,93396,11982,88,0.854,14.39,1,119,1,7.794041558875073,1297.1666666666667,8.18986,0.029,21.4632,5.188666666666667
Energy,48,1,1,5.78,0.5,49,22574,23078,60,0.259,1.09,5,241,0,0.9781186359894276,460.6938775510204,1.49702,2.5,6.654,0.4606938775510204
Gaming,69,3,2,7.12,0.014,83,109645,49048,95,0.898,19.74,2,85,1,2.235417643580909,1566.357142857143,6.39376,0.028,28.252999999999997,4.699071428571428
Career Services,249,2,1,8.34,0.018,82,60221,12761,80,0.886,15.85,1,77,1,4.718774486757561,240.884,7.38924,0.018,20.68,0.481768
Analytics,151,3,1,6.65,0.027,79,58790,22961,73,0.891,16.94,1,97,1,2.560317045553523,386.7763157894737,5.92515,0.027,19.6662,1.160328947368421
Media,6,1,2,6.93,0.233,33,13505,20558,21,0.291,-6.81,5,165,0,0.656889926552848,1929.2857142857142,2.0166299999999997,1.165,0.6699,1.9292857142857143
Career Services,12,0,1,5.85,0.213,16,15612,17826,27,0.257,-12.15,5,195,0,0.8757502664497672,1200.923076923077,1.50345,1.065,-0.5805000000000001,0.0
Marketing,27,0,2,3.28,0.39,36,18222,25711,32,0.182,26.51,5,240,0,0.708696328562539,650.7857142857143,0.5969599999999999,1.9500000000000002,11.683200000000001,0.0
Retail,14,0,2,5.7,0.195,38,8858,11178,15,0.263,-6.22,5,179,0,0.7923785669558995,590.5333333333333,1.4991,0.9750000000000001,0.5670000000000001,0.0
Career Services,102,3,2,9.88,0.038,78,104875,18065,85,0.847,27.52,3,70,1,5.805103509354589,1018.2038834951456,8.368360000000001,0.11399999999999999,31.892,3.054611650485437
Music,112,4,2,8.09,0.048,68,176593,84117,85,0.883,20.89,1,46,1,2.099348534201954,1562.7699115044247,7.14347,0.048,26.256500000000003,6.251079646017699
Gaming,26,0,2,6.94,0.39,35,8316,14711,10,0.195,-7.78,3,203,0,0.5652528548123981,308.0,1.3533000000000002,1.17,0.22199999999999995,0.0
Food & Beverages,75,1,2,8.05,0.011,73,132492,61814,76,0.921,17.69,1,90,1,2.143363261344334,1743.3157894736842,7.414050000000001,0.011,21.0444,1.7433157894736842
Food & Beverages,38,3,1,8.95,0.041,91,101919,20568,75,0.842,16.85,3,80,1,4.954980796344013,2613.3076923076924,7.535899999999999,0.123,20.1375,7.839923076923077
Cloud Computing,104,3,2,7.66,0.049,93,99402,38449,87,0.935,29.38,2,138,1,2.585227568270481,946.6857142857143,7.162100000000001,0.098,34.2606,2.840057142857143
Analytics,47,3,2,9.04,0.023,101,95060,47072,82,0.857,26.74,3,49,1,2.0194166507339664,1980.4166666666667,7.747279999999999,0.069,30.126799999999992,5.94125
Energy,5,0,1,2.94,0.287,45,27003,34035,59,0.191,-9.97,5,453,0,0.7933658479257257,4500.5,0.56154,1.4349999999999998,0.017699999999999622,0.0
Healthcare,25,0,1,4.32,0.363,46,6853,11007,58,0.344,-12.48,5,220,0,0.622547238372093,263.5769230769231,1.48608,1.815,-1.4384000000000003,0.0
Cloud Computing,8,1,1,1.73,0.386,46,14964,21794,36,0.176,-3.91,5,213,0,0.6865794907088781,1662.6666666666667,0.30448,1.9300000000000002,2.1924,1.6626666666666667
Publishing,33,1,2,6.68,0.241,69,39393,26615,74,0.639,-0.66,4,91,0,1.4800495942290353,1158.6176470588234,4.26852,0.964,6.9116,1.1586176470588234
Analytics,51,1,3,8.77,0.084,70,55068,18824,84,0.904,8.17,1,69,1,2.9252589641434263,1059.0,7.92808,0.084,15.262800000000002,1.059
Email,15,0,1,3.54,0.282,24,9347,10744,52,0.327,-7.06,4,223,0,0.8698929734760353,584.1875,1.15758,1.128,1.5288000000000002,0.0
Food & Beverages,94,1,2,7.44,0.021,71,93941,34711,93,0.866,11.72,2,82,1,2.706297533994008,988.8526315789474,6.44304,0.042,20.199599999999997,0.9888526315789473
Network Infrastructure,90,2,3,7.4,0.026,82,131614,51747,90,0.922,24.57,1,57,1,2.5433639947437583,1446.3076923076924,6.822800000000001,0.026,31.113000000000003,2.8926153846153846
Publishing,14,1,1,5.33,0.268,35,27126,23399,34,0.195,6.31,4,192,0,1.1592307692307693,1808.4,1.03935,1.072,5.5454,1.8084
Network Infrastructure,12,0,1,5.14,0.221,30,18156,18086,37,0.194,-0.48,3,87,0,1.003814894675734,1396.6153846153845,0.9971599999999999,0.663,3.5224,0.0
Publishing,62,2,1,7.4,0.022,77,75862,16708,87,0.895,32.03,2,89,1,4.540187922676402,1204.1587301587301,6.623,0.044,36.5661,2.4083174603174604
Mobile,86,2,1,7.92,0.035,74,89263,32642,67,0.954,17.51,1,59,1,2.734521949575713,1026.0114942528735,7.55568,0.035,18.4317,2.052022988505747
Healthcare,50,4,2,8.36,0.015,76,56695,11834,85,0.833,16.82,1,89,1,4.7904520490071825,1111.6666666666667,6.96388,0.015,22.796999999999997,4.446666666666667
Software Development,125,4,2,8.64,0.024,99,90801,41338,89,0.836,17.03,2,56,1,2.1964972544086696,720.6428571428571,7.22304,0.048,24.0567,2.8825714285714286
Advertising,10,0,1,5.14,0.304,49,7593,10421,31,0.164,-6.12,4,265,0,0.7285549798503166,690.2727272727273,0.8429599999999999,1.216,1.2028,0.0
Retail,37,2,1,7.98,0.022,70,157843,39802,83,0.911,14.84,3,68,1,3.9656056076175163,4153.763157894737,7.269780000000001,0.066,20.617199999999997,8.307526315789474
Marketing,12,0,2,2.38,0.458,36,10011,11456,29,0.199,-6.02,5,184,0,0.8737889499869076,770.0769230769231,0.47362,2.29,1.1542000000000001,0.0
E-Commerce,120,2,2,7.86,0.071,79,65933,14578,75,0.844,14.69,3,125,1,4.522463817820152,544.900826446281,6.63384,0.21299999999999997,18.5175,1.089801652892562
Career Services,36,0,2,4.53,0.333,46,6933,11165,37,0.235,-3.33,4,188,0,0.6209027404621171,187.3783783783784,1.06455,1.332,2.4678999999999998,0.0
Email,89,3,1,8.46,0.062,90,87839,33120,80,0.966,21.54,2,80,1,2.6520636454213338,975.9888888888889,8.172360000000001,0.124,25.232,2.927966666666667
Manufacturing,22,0,2,3.85,0.417,51,20768,33503,60,0.248,-3.44,5,111,0,0.6198662846227316,902.9565217391304,0.9548,2.085,3.9360000000000004,0.0
E-Commerce,75,1,3,6.21,0.242,65,43353,23738,60,0.429,11.4,3,100,0,1.8262353089852141,570.4342105263158,2.66409,0.726,12.84,0.5704342105263158
Security,48,4,3,6.85,0.031,83,76949,49995,84,0.891,35.77,3,78,1,1.53910312825026,1570.3877551020407,6.10335,0.093,38.4468,6.281551020408163
Retail,10,0,1,4.76,0.385,18,13542,23557,60,0.268,-4.9,4,149,0,0.5748365735631208,1231.090909090909,1.27568,1.54,3.06,0.0
Retail,32,0,1,3.6,0.184,41,14670,17708,44,0.406,-4.21,5,191,0,0.8283923428765034,444.54545454545456,1.4616000000000002,0.9199999999999999,2.5476,0.0
Energy,86,3,2,8.4,0.032,91,64693,13541,78,0.984,12.38,2,74,1,4.777211637867375,743.5977011494252,8.265600000000001,0.064,17.456400000000002,2.230793103448276
Cloud Computing,10,0,1,1.94,0.343,16,22264,30256,17,0.187,-15.74,3,132,0,0.7358297253528109,2024.0,0.36278,1.0290000000000001,-0.9758,0.0
Manufacturing,52,1,2,8.34,0.012,77,67350,39628,75,0.911,7.23,2,63,1,1.699512982916551,1270.754716981132,7.59774,0.024,12.9225,1.2707547169811322
Finance,94,4,1,8.49,0.093,75,79779,25924,87,0.894,17.57,1,101,1,3.0772999035679844,839.7789473684211,7.59006,0.093,23.9859,3.3591157894736843
Publishing,23,0,2,4.58,0.364,14,11148,13614,23,0.164,6.06,3,216,0,0.8188027910392949,464.5,0.75112,1.092,3.6938,0.0
Gaming,6,1,2,6.06,0.401,56,10639,12683,16,0.205,-18.56,3,335,0,0.8387732576474298,1519.857142857143,1.2422999999999997,1.203,-1.3695999999999997,1.5198571428571428
E-Commerce,12,1,2,5.99,0.304,49,9187,9360,16,0.238,-9.74,4,146,0,0.9814122422818075,706.6923076923077,1.4256199999999999,1.216,0.04159999999999996,0.7066923076923077
Education,71,3,3,7.92,0.011,95,85938,16124,72,0.877,18.66,2,110,1,5.3294883720930235,1193.5833333333333,6.94584,0.022,20.6352,3.58075
Human Resources,17,1,2,5.1,0.471,20,7599,11202,18,0.215,-2.41,5,132,0,0.6783004552352049,422.1666666666667,1.0964999999999998,2.355,1.3662,0.4221666666666667
Real Estate,26,0,1,5.28,0.419,29,8059,12434,9,0.192,-2.89,4,185,0,0.6480900683554484,298.48148148148147,1.01376,1.676,0.6398999999999999,0.0
Healthcare,60,3,2,7.7,0.01,99,67860,18317,82,0.866,7.96,1,62,1,3.7045528987880774,1112.4590163934427,6.6682,0.01,14.7272,3.337377049180328
Marketing,17,0,1,4.44,0.356,21,24409,38648,25,0.248,-15.85,3,305,0,0.6315557970452017,1356.0555555555557,1.10112,1.068,-1.4625,0.0
Healthcare,80,3,2,9.03,0.01,85,102954,34816,91,0.777,45.64,3,49,1,2.9570037625297987,1271.037037037037,7.01631,0.03,50.6324,3.8131111111111107
Music,51,3,2,8.48,0.025,75,110322,35634,85,0.884,33.94,3,79,1,3.095888873298723,2121.576923076923,7.496320000000001,0.07500000000000001,37.349,6.364730769230769
Network Infrastructure,26,0,2,4.14,0.363,33,8696,11257,42,0.368,-25.6,4,215,0,0.7724284952922367,322.0740740740741,1.5235199999999998,1.452,-6.5520000000000005,0.0
E-Commerce,49,3,3,9.2,0.051,91,142811,59859,86,0.898,12.71,1,95,1,2.3857500835282326,2856.22,8.2616,0.051,19.530600000000003,8.56866
Publishing,42,2,3,7.22,0.193,51,29137,12566,58,0.63,-1.95,4,101,1,2.31853266491605,677.6046511627907,4.5485999999999995,0.772,4.6690000000000005,1.3552093023255813
Energy,181,3,1,8.59,0.06,84,125808,29203,97,0.897,17.74,2,62,1,4.307903026982605,691.2527472527472,7.70523,0.12,26.907799999999998,2.0737582417582416
Advertising,83,1,2,7.1,0.021,69,88773,25691,92,0.931,23.54,1,67,1,3.4552779075198505,1056.8214285714287,6.6101,0.021,30.8568,1.0568214285714286
Pharmaceuticals,56,1,1,8.18,0.062,89,112535,39033,79,0.906,11.07,2,223,1,2.8829994363887894,1974.298245614035,7.41108,0.124,16.6453,1.974298245614035
Network Infrastructure,29,0,1,3.7,0.365,24,8707,14546,36,0.349,-3.03,5,303,0,0.5985426548429229,290.23333333333335,1.2913,1.825,2.5092000000000003,0.0
Media,99,2,2,7.85,0.032,79,130053,30797,84,0.949,15.37,2,79,1,4.22277420611728,1300.53,7.449649999999999,0.064,21.3108,2.60106
Enterprise Software,20,1,1,5.99,0.155,56,41849,12180,51,0.634,0.34,4,80,1,3.4355964206551186,1992.8095238095239,3.79766,0.62,5.2734000000000005,1.9928095238095238
Pharmaceuticals,121,2,3,8.06,0.013,100,62666,22350,72,0.914,17.88,2,57,1,2.803722428526688,513.655737704918,7.366840000000001,0.026,20.0736,1.027311475409836
Transportation,17,0,2,3.5,0.412,50,12309,12863,28,0.242,-2.05,3,93,0,0.956856343283582,683.8333333333334,0.847,1.236,2.226,0.0
Network Infrastructure,66,0,2,6.2,0.242,58,37447,15936,60,0.468,5.46,2,100,0,2.3496894020204557,558.9104477611941,2.9016,0.484,9.276,0.0
Career Services,66,3,2,8.11,0.053,91,66641,10263,80,0.921,11.64,2,167,1,6.492692907248636,994.6417910447761,7.46931,0.106,17.312,2.9839253731343285
Publishing,61,3,2,8.7,0.035,92,48887,12602,82,0.927,33.11,1,91,1,3.878997064191066,788.5,8.0649,0.035,35.3502,2.3655
